Date,M4,M4 Interest Rate
1980-03-31,243.18137245988217,0.1007176079719528
1980-06-30,240.78551970259423,0.07893468633492119
1980-09-30,250.1149526777759,0.07159663671429316
1980-12-31,254.39519908183692,0.10279082509740793
1981-03-31,251.7797058810594,0.11022640892399334
1981-06-30,254.64243164351024,0.11605404739703344
1981-09-30,254.77291467609675,0.12449524553135956
1981-12-31,256.325319717381,0.10107739918030272
1982-03-31,261.61734693027825,0.10708667314410442
1982-06-30,264.95684812320167,0.10698416206198953
1982-09-30,268.82882260363573,0.09049174278257417
1982-12-31,276.4375532118382,0.0717561210975219
1983-03-31,278.078620632549,0.07022642202499653
1983-06-30,282.66265748759287,0.0722484945357804
1983-09-30,286.2920447592635,0.07766200134450614
1983-12-31,289.2749726655614,0.07732290166440935
1984-03-31,293.803331143117,0.07933556004630739
1984-06-30,299.5584521471639,0.08667156747410872
1984-09-30,301.9763345152734,0.09144638590445836
1984-12-31,305.33068759110415,0.07988820137817834
1985-03-31,312.8107977207743,0.07309634599299855
1985-06-30,318.2523396953961,0.06794478233542807
1985-09-30,326.22090946557205,0.06454598566500577
1985-12-31,333.11005174741246,0.06465991088586204
1986-03-31,338.8078278784482,0.06294588299146243
1986-06-30,348.447076890323,0.05680202550937568
1986-09-30,359.2410392305422,0.052013924119954404
1986-12-31,367.99282481959114,0.04974614498905858
1987-03-31,374.3448891872638,0.05040773160138723
1987-06-30,379.06772182828604,0.05340858497805046
1987-09-30,380.92310997036475,0.05577746292083124
1987-12-31,384.8511061218701,0.05801569580939025
1988-03-31,388.943360267183,0.05590617654180587
1988-06-30,396.48506028178525,0.057633259610230685
1988-09-30,400.21746243652314,0.06290194779276609
1988-12-31,403.91010629216515,0.06717538640537084
1989-03-31,405.9680127706703,0.07329829208442029
1989-06-30,405.2177349501071,0.07546922050194682
1989-09-30,407.7637260404028,0.07006341787654949
1989-12-31,413.67110682767634,0.06809148247822931
1990-03-31,419.37111364163337,0.0671479586093325
1990-06-30,423.79154572945555,0.06735129385115211
1990-09-30,430.6734214625479,0.06546641793483075
1990-12-31,433.89504389533755,0.0633092929329908
1991-03-31,439.5502057568422,0.0561314728711976
1991-06-30,443.290931012689,0.05121523869195216
1991-09-30,447.4177797156455,0.04873723339537963
1991-12-31,452.18363304727563,0.04252917041448768
1992-03-31,459.9329997623419,0.03477397280079789
1992-06-30,465.358715333813,0.032305662353054106
1992-09-30,471.20497332373253,0.02762820500179443
1992-12-31,476.7539759423128,0.02624972063676882
1993-03-31,477.485270110557,0.025242472535644916
1993-06-30,484.67559989322194,0.024298596492023292
1993-09-30,490.1919267616474,0.024034261840487233
1993-12-31,496.93655438920456,0.023932086273695086
1994-03-31,500.32737699387343,0.024499459683884377
1994-06-30,502.75958737330325,0.028553675026848052
1994-09-30,504.7612250076431,0.03188357519200166
1994-12-31,506.7938783388991,0.037318290072414294
1995-03-31,508.61407624374743,0.04136688884894791
1995-06-30,512.7834798440199,0.04151348457613047
1995-09-30,519.8395771893024,0.040135093577451264
1995-12-31,524.0038130474333,0.03964323355286853
1996-03-31,531.7943853047395,0.037199690267881634
1996-06-30,541.946629009046,0.03728530539588992
1996-09-30,549.0724985012585,0.03797418871515495
1996-12-31,556.761465942644,0.03773290624111182
1997-03-31,565.2628459947442,0.03792275036910254
1997-06-30,572.9054460337863,0.039134001133604296
1997-09-30,582.8708315444815,0.0392378359453396
1997-12-31,593.8393867587577,0.03967193062598954
1998-03-31,605.8013055524476,0.03903209208187007
1998-06-30,617.3860774278767,0.03885700585010232
1998-09-30,629.1367046710333,0.03870060140716965
1998-12-31,646.4207047932613,0.035503910422779505
1999-03-31,658.4538588688082,0.034160068022148916
1999-06-30,669.4534893119321,0.03403302979108445
1999-09-30,679.732283195208,0.03618609926672265
1999-12-31,692.7779618459352,0.0391829569420098
2000-03-31,702.4562013099904,0.04125895626538121
2000-06-30,711.576063956231,0.04449669080152042
2000-09-30,720.6040908089964,0.04621405438481894
2000-12-31,730.184101712564,0.046067265220137515
2001-03-31,745.6404070871517,0.03860985117481544
2001-06-30,765.5987874283161,0.03052127789101247
2001-09-30,787.2088863454683,0.024891634615948375
2001-12-31,811.2442305085515,0.01606819537067646
2002-03-31,824.2145524218163,0.013328990919483355
2002-06-30,834.9887556106574,0.013125500637197564
2002-09-30,850.6027624793642,0.012416318151202735
2002-12-31,860.8706635641676,0.010372266432571364
2003-03-31,874.7653941159624,0.008631375674332226
2003-06-30,889.7347853267719,0.007809089915434791
2003-09-30,900.1871551871117,0.006604771263463957
2003-12-31,899.1169184902574,0.006616091057883335
2004-03-31,910.279554354022,0.0064977433797287765
2004-06-30,930.3923452361038,0.007122108435541462
2004-09-30,943.8976357001121,0.009574047945858642
2004-12-31,957.3066852609048,0.012588074026773359
2005-03-31,965.370256369837,0.0160260005580702
2005-06-30,978.3073383971308,0.019207656362524177
2005-09-30,993.2347771301529,0.022360784734147085
2005-12-31,1013.6396369081098,0.025961006862654467
2006-03-31,1024.8724088956512,0.028863928761812162
2006-06-30,1034.6853484522862,0.031877442431750364
2006-09-30,1049.9377483225253,0.034248527177121055
2006-12-31,1069.4079195826873,0.03455263241895313
2007-03-31,1083.8776786726487,0.034706596756771756
2007-06-30,1102.4676772123667,0.03463913656495319
2007-09-30,1121.3098160462425,0.0341754087807486
2007-12-31,1145.0830617735846,0.031156511213698432
2008-03-31,1172.6508225002292,0.021266093270270736
2008-06-30,1185.7020126251643,0.016654237480423748
2008-09-30,1205.9132990944615,0.01672973845906006
2008-12-31,1251.1250162178312,0.01069681283559089
2009-03-31,1252.0400925829535,0.005485479892204063
2009-06-30,1241.0691664806725,0.003669100298792195
2009-09-30,1225.1988381667477,0.002730526784204332
2009-12-31,1191.6741005186768,0.002031880612244455
2010-03-31,1166.9809759322259,0.0017360732527675197
2010-06-30,1160.1197137217341,0.0018447350553834352
2010-09-30,1172.1238349358448,0.0017213573048747977
2010-12-31,1181.3759453511436,0.0014642704994968462
2011-03-31,1171.9794143872407,0.0013188627439620296
2011-06-30,1194.8294943857293,0.001044156439630571
2011-09-30,1190.6765392232548,0.0009237743474314815
2011-12-31,1187.7373104202568,0.000867586402157193
2012-03-31,1199.706339361168,0.0009409658764721159
2012-06-30,1211.9933722556482,0.0010020121164392385
2012-09-30,1232.9067430691969,0.0009663555896136686
2012-12-31,1253.0684064928544,0.0009293790761242844
2013-03-31,1266.0381215656398,0.0008467877355413798
2013-06-30,1270.4911855248063,0.0007231695452874911
2013-09-30,1275.381947580949,0.0006217484262349679
2013-12-31,1287.6409279424736,0.0007322952762238333
2014-03-31,1290.6426759293188,0.000659909673658486
2014-06-30,1297.9705914905614,0.0006528819469833784
2014-09-30,1303.4359794423297,0.0006543536568481686
2014-12-31,1310.801134703102,0.0005693817134090681
2015-03-31,1327.3480514519417,0.0005801692414108285
2015-06-30,1334.3510874787485,0.0005724063594193618
2015-09-30,1353.0460371596434,0.0006530485510307157
2015-12-31,1359.9282711318249,0.0007967589163678073
2016-03-31,1383.7507267824897,0.0013216973389722868
2016-06-30,1404.122091280183,0.0012928048778740172
2016-09-30,1419.9053944001887,0.0014330637524715417
2016-12-31,1432.2412622137372,0.0015677698529008872
2017-03-31,1443.6431833553925,0.0021406784864506493
2017-06-30,1463.2988011767532,0.0028972553686409607
2017-09-30,1481.2018510859125,0.0034699996229091983
2017-12-31,1502.2930887979467,0.003910127258009814
2018-03-31,1514.144779793208,0.00507158416799093
2018-06-30,1529.7575351685,0.0060465743265993395
2018-09-30,1547.2422444020267,0.007511364958577539
2018-12-31,1560.7535837423832,0.008710218742395496
2019-03-31,1583.2129639614402,0.00923232475369356
2019-06-30,1602.595027955295,0.009248401538745133
2019-09-30,1630.2962676048367,0.008467688689036544
2019-12-31,1666.2003920924656,0.006780046374977194
2020-03-31,1704.71651682798,0.005182787953309924
2020-06-30,2036.8720123793591,0.0013340160232089518
2020-09-30,2112.262288837273,0.0008948609041757339
2020-12-31,2130.6513792287146,0.0007238871556709699
2021-03-31,2155.22177839096,0.0005255457374481494
2021-06-30,2203.1736360096043,0.00047717853071225076
2021-09-30,2205.439515263691,0.0005168187867679989
2021-12-31,2237.475080352659,0.0005447680923904137
2022-03-31,2257.7940943786343,0.001092041903516577
2022-06-30,2250.465669401446,0.003641907131636176
2022-09-30,2252.059745522481,0.008924350917153179
2022-12-31,2227.979010354741,0.012569848753719777
